text,date
"Regarding HN choice of pembro vs. nivo.  Overall opinion is that data ""is very similar"" and few seem to be concerned with lack of OS or comparator for pembro.   Trend seems to be developing where pan-tumor physicians  who have already heavily utilized nivo over pembro to date (ie in lung) are stating that they will continue to use nivo for HN (""all things being pretty equal, we use what we are most comfortable with""). 

HN specialists or those with more limited PD1 experience, are utilizing pembro due to its first approved status and more sites having experience with pembro HN trials",1471924800.0
"General Onc LTL stated that he's been using nivo off-label in ""many"" of his 2L+ SCCHN ever since the -141 data was presented and dose not believe that they pembro data is as strong, so their recent indication will not shift his preference.",1470974400.0
"Lung/HN RTL states that he rarely uses EXTREME tending to use doublet chemo instead due to toxicity. However, he states that EXTREME is 'absolutely' the right comparator arm for a trial such as -651. Tends to use cetuximab in 2 or 3L.  Also states that he tends to 'cycle through agents until they don't work anymore'.  IE, will use platinum again in the r/m setting if they 'did ok' with them in LA.",1467950400.0
"While he understands that ORR and PFS are not always the best endpoints for IO, RTL expressed general concern about PFS and ORR being so low in SCCHN.  He stated that, while OS it the long term goal and gold standard, HN is unique in that the local disease/morbidity can be so high (swallowing, speech, etc), that the only way benefit to the patient immediately is to actually shrink the tumor.  SD is not as meaningful in HN to his (in lung he finds in very meaningful).   TL feels that monotherapy PD-1 will become SOC, but that it will very quickly be overtaken by aPD1+something else.",1467950400.0
"RTL states that their practice will commonly use EXTREME in r/m 1L unless patient isn't a good candidate for cetuximab (edge of hypersensitively belt, so they are particularly cautious) and will then use plat/taxane",1467345600.0
"NTL states that in 1L rec/met setting that he never uses EXTREME due to toxicity.  He utilized plat/taxane for most patients.  Would rather see -651 trial having a 'dealers choice' comparator arm as he think this will be more informative to real world practices.  Believes that while trial sites would still enroll with EXTREME, it will give a selection bias to 'best performing' patients.  TL (note, not investigator on either 141 or 651) appreciated 'dealers choice' option in 141 and think that trial was well designed to reflect all standard practices.

TL believes that 'all patients are going to see all the different chemo agents and cetuximab at some point' but believes that sequential therapy is better for tox/QOL rather than getting them all at one time",1466136000.0
"NTL stated that he really doesn't know what to make of the differences in apparent PDL1 enriching responses (nivo) or not (pembro) between different agents/studies when TUMOR cells stating was looked at.  Stated that this is confusing because at least in lung 'trends were the same'.  Wondering if BMS plans to look further at tumor+immune cell staining in our studies or if there will be a Blueprint-like project to harmonize in HN and other tumors besides lung.  

Based on biomarker data he has seen so far, he would not want to test for PDL1 in rec/met setting.",1466136000.0
"Community MD group states that while they will sometimes use EXTREME in patients that are high performance status, they find 5-FU to be 'tough and inconvenient"".  Will often use cis+docetaxel +/- cetuximab instead.",1461470400.0
"Within a large community practice that has has not tested for PDL1 in NSCLC and exclusively used nivo, several MDs shared unsolicited reactions around 141 survival data that they has seen summarized on OncLive (did not attend AACR).  Were very positive around data and stated that while PDL1 difference was 'again interesting', but that they would not test in this patient population because 'toxicity alone is superior' - their SOC is cetux in this pop and they are at edge of hypersensitivity belt. 

Stated that this 141 data was ""almost a mirror image to 057... surprising?  I might have thought all squamous tumors would be more like 017 in terms of PDL1?""

Site reports 2 'amazing' responses in H&N patients that they have treated off-label. PDL1 status unknown for both, but 1 HPV+, 1 HPV-.",1461470400.0
"NTL participating in Merck KN-040 H&N trial (2L vs met/cetx/doc) shared that he has treated about 5 patients with pembro on this trial and that his own results have been 'disappointing with little responders'.  He is 'anxiously awaiting the nivo data after the early stoppage"".  TL also volunteered that he is on ASCO program committee and ""was very surprised not the see the -141 trial on the list of LBA"" he has seen.",1457845200.0
"H&N surgical oncologist who is IO lab researcher and PI on ISR with pembrolizumab looking at adjuvant pembro in surgically resectable SCCHN (NCT02296684) reports that they have treated 12 patients.  Although early, reports seeing activity. Reported that IIT process with Merck was very easy and that they were open to ""pretty much whatever we wanted to do""

TL is also sub-I on Keynote-040, HAWK (durvalumab Ph2) and CONDOR (durva+tremi Ph2) and reports they have seen 'dramatic' response with all of them, so was not at all surprised to see nivo -141 stopped early for OS.  Agrees IO will become SOC for SCCHN almost immediately upon approval and that institution is already using both pembro and nivo off label.",1456462800.0
"HN RTL stated that at their institution (NCCN), it is most common for Merkel Cell Carcinomas that are on the head to be seen by the HN team, rather than the melanoma team. This is in contrast to most other institutions in my region. 

Stated that he has used and seen some good responses to pembro, but is overall much more impressed by the avelumab data.",1479618000.0
"Head and neck LTL shared that based on the subset analysis looking at  PDL1 status from CM-141, he may start to incorporate PDL1 testing before treatment to just give ""peace of mind"" to himself knowing that the patient has a greater percentage of responding to therapy.",1480654800.0
"SCCHN NTL was not surprised at all that -141 stopped early because of the activity that he has seen working with Pembro.  He added that it looks very active and strongly beneficial across the board, including in heavily pretreated pts. and regardless of HPV status.",1462420800.0
"SCCHN NTL shared that PDL1 is a biomarker that will help us enrich, but it probably isn't a biomarker to select pts. He believes that using an interferon gamma signature along with PDL1 testing may actually provide a negative predictive value which would potentially exclude pts. who will not really benefit.",1462420800.0
SCCHN NTL shared that given his experience with both Pembro and Nivo he's seen very mild AEs in his head and neck pts.  He added that the implications are significant especially in pts. with poor performance status.  Typically physicians do not give chemo or radiation to pts. with a poor PS and with Pembro and Nivo they may have a suitable option now.,1462420800.0
A head and neck RTL commented that he was thrilled to see the press release regarding the CHECKMATE 141 study since it will be easier now to fight with insurance in obtaining drug. He also shared that he would most likely try to get Opdivo for those pts. that are ineligble (i.e. PDL1 negative) for the AZ and Merck head and neck studies that he has open at his institution.,1456981200.0
During SCCHN program APRN asked for clarification regarding PD-L1 expression requirements. Shared MD was ordering PD-L1 testing on all patients. Reviewed current indication and OS/ORR by tumor PD-L1 expression levels. HCP appreciated the data.,1481000400.0
Physician recently asked about CheckMate141 efficacy outcomes. Initially felt that 36% OS at 12 months was low but noted that it is easy to forget how much better 36% is vs IC of 16.6%. Also remarked the ORR in the Nivo arm is notable and impressive vs. traditional therapies. Overall he felt the data was significant and was optimistic about having Nivolumab as an option for his patients.,1481000400.0
"A SCCHN RTL told me that he believes the data for the Pembro and Opdivo trials shows that ""pseudo progression is all but non-existent in H&N""",1482123600.0
A SCCHN RTL volunteered that he does not look at Objective Response data from I-O trials as all that useful.  The TL noted that the magnitude of the difference in the ORR for the 2 arms of -141 was much less than the difference in Overall Survival.  For this reason the TL said its an easy choice to go with Opdivo.  The TL said that patients have been very receptive to going with I-O,1482123600.0
I spoke with three SCCHN TL this week and they indicated that their current and near future treatment choices for recurrent/metastatic PD-1 drugs would largely be dependent on their past experiences with said drugs.  One TL participated on the Merck phase 2 trial and stated he would use Pembro for the appropriate patients.  The other 2 TL said they had more experience with Opdivo in several tumor types and were using that as the basis for their preference for Opdivo in SCCHN,1481518800.0
A SCCHN TL told me that he hasn't seen any data that makes him think testing for PD-L1 testing is necessary for his H&N patients.  This TL also treat Lung and has recently begun asking for the results on all new patients he sees,1479618000.0
A lung RTL who also treats SCCHN told me that Merck Reps visited him fairly quickly after approval of Pembro for SCCHN.  He told me that at this time he will likely go with Pembro in SCCHN since it will not require testing.  The TL also told me that has pushed his Lab administration to get a PD-L1 testing in house.  They recently went with the Dako Merck system since it will be necessary for picking up those 1st line NSCLC patients whose tumors > 50% PD-L1+,1471752000.0
A SCCHN TL told me that his site participated in the AZN Durvalumab+Tremelimumab 1st line H&N trial that had a recent clinical hold for bleeding.  The TL confirmed the hold was lifted and that the adverse event was not due to the treatment but most likely a result of the nature of the disease and its proximity to significant amounts of vasculature.  The TL stated he had enrolled 4 patients on trial and none had any issues with bleeding,1481518800.0
"RTL said he would ""essentially have to"" use Opdivo at his institution since the formulary will have a strong preference for OS data, limiting the use of Keytruda. He said this might not be true for community practices.",1482469200.0
"SCCHN RTL said she will use Opdivo over Keytruda due to the strength of the -141 data, particularly the survival data",1479877200.0
"Prior to our conversation, RTL did not know that Opdivo SCCHN approval includes all patients treated with prior cisplatin, not just metastatic patients in second-line. She now feels this will be large market for Opdivo.",1479013200.0
"RTL said during a conference that she prefers Q3W dosing of Keytruda. She was aware of Opdivo OS data, which she found compelling, and the study population differences. A different community TL at the same conference felt that many community TLs will not see Q3W as such an important factor, and might prefer Opdivo for billing reasons. After we went through all of the relevant data, he says Opdivo is much more impressive and he plans on using it for his patients. This includes switching from a patient who was recently started on Keytruda.",1479013200.0
"Several TLs suggested they see biomarker testing as ""informative,"" but not treatment-guiding when considering using anti-PD-1 therapy for SCCHN. As a result, they wouldn't routinely test in this population",1475985600.0
"RTL feels Keytruda and Opdivo are the same, and that Merck has clear advantage in SCCHN based on Q3W. However, she said a significant population of patients do  prefer the ""security"" of Q2W dosing. RTL was aware of population differences in KN-055 vs. CM-141.",1473220800.0
"H&N RTL said that she routinely has patients ask for immunotherapeutic treatment, and she believes Opdivo could quickly replace SOC depending on efficacy data.",1457499600.0
"RTL says she avoids using EXTREME in first-line, both due to toxicity and the inconvenience for the patient. She feels IO will be immediately adopted in first-line whenever it becomes available.",1481432400.0
"2.	Met with regional Lung AI, who is also on the Head and Neck NCCN committee, who provided the following unsolicited insights:
a.	AI disclosed membership on the Head and Neck NCCN panel and is also the chair for the upcoming updates.
b.	AI shared some unsolicited insights on the topic of how NCCN committees in general consider and review guidelines and updates.  AI says that although the consent and approval of all panelists is sought, the process for doing that can be rather informal, depending on the specific chair of the committee.  For example, review/consent/approval may be done through email communication.",1458878400.0
"In two community oncologist encounters I have heard of cetuximab+RT being the preferred option for locally advanced disease. In one case, a community oncologist said he was planning to use cetuximab+IM proton therapy in a metastic patient who had relapsed after extensive surgical history in combating spreading HN cancer originating in the oral cavity.",1481086800.0
RTL stated that he will not be warehousing SCCHN patients until Nivolumab approval and will start a patient on Pembro the following week.  He added that it is a clear disadvantage for BMS that Merck received the indication first.,1472616000.0
"At conference speaker for H&N data stated the Keynote study for SCCHN trial was ""carefully"" monitored and she beleived more pts were HPV+ than a normal pt populations. She believes more research needs to be conducted to determine what the actual PD status percentage is of H&N pts. During the presentation she highlighted that Pem is now approved for SCCHN and that pts continued to respond after tx 2y cutoff in Keynote study. 
SCCHN data presentation also highlighted Checkmate study  where she stated IO will be the new Standard of Care. She believes the pem/nivo drugs are the same. She believes the prices really are the same between pem/nivo and are overall expensive for a pt population that 50% of pts still do not respond. She believes more research is needed to determine which is the best way to pick a responder and suggest possibly looking at Circulating Tumor Cells. 

Speaker shared at podium that she hopes to see IO in 1st line setting and more importantly adjuvant tx for pts to never then enter into the metastatic setting for SCCHN. 

In a private interaction the speaker disclosed she felt BMS trials are better and more inclusive, that the Keynote trial took a very long time (4-6 weeks in her opinion) to get a pt enrolled and on drug, so she believes the data is skewed due to the poorer prognostic pts dying before getting on trial. 
Reponse to 026 data was that Merck's strategy finally paid off by excluding such a large portion of pts in Lung Ca, with the 50% cut off  panning out in first line.",1472184000.0
Np from large institution discussed SCCHN pts reluctance to report toxicity and their reluctance to go off tx with opdivo. It is a concern in her clinic. if a pt is responding they hold back tox reporting even more so. She stated education sessions are imperative with every visit and involving the family to keep these pts safe.,1481086800.0
