driver,type,subset,impact,score,related_terms,doc_count,example_doc,example_doc2,example_doc3
feels,auto_found,Month,1.050550279060382,0.13951670670534333,"['feels', '1L NSCLC', 'second line', 'QOL', 'comfortable']",595,"Recent discussion with TL around PD-L1 testing, it was mentioned that if the test comes back > 50% he's using Pembro, if less than 50 he's using Nivo.  His perception is that Pembro only works > 50%, shared some data around Nivo and he commented that he felt like I was backing him into a corner.","An community oncologist called me to ask about using nivo in PD-L1- pts.   She has a plt-resistant NSCLC pt who tested negative on the Merck test.  She said has not seen many responses with nivo and feels it may not be as good as pembro and was wondering why she should even try nivo in this pt, in light of the 026 data.  She also asked about the MOA of PD-1 pathway.","RTL at university center in midwest noted that like most others results of 026/024 were surprise without clear explanation

Noted atezo would have strong potential at his institution mostly due to q 3 dosing

Noted little usage of pembro in first line so far

Felt chemo/IO had strong potential"
expectations,auto_found,Month,1.2951851421614438,0.138953359481075,"['expects', 'expectations']",86,"Pan Tumor community research TL:

Surprised at and impressed by how big the magnitude of benefit was in KN024.  Acknowledges that it is going to fit for a very small portion of patients (he estimated 20% for his practice based on his own synthesis of PDL1 prevalence reported and PS/brain mets/etc in his own patients), however think that it is worth testing everyone at diagnosis and would try to treat anyone with >50% PDL1 with pembro 1L.  He is completely perplexed by the CM026 >50% negative data.  Thinks that this is likely ?a fluke?, but given the magnitude of benefit in 024 doesn?t think that small difference in patient populations could make data from ?super positive? to ?solidly negative? between trials so ?could be a real difference?. 

Note that prior to ESMO data, TL had low expectations overall for KN024 data, thinking magnitude would likely be reasonably small and that he would not likely make a huge push to PDL1 test everyone at 1L, so this is a marked shift in his attitude after seeing data.  He was, and remains, strongly pro-nivo regardless of PDL1 expression, for 2L - views haven?t changed.",Local TL says that there is no need for PDL1 testing for RCC patients  but one of his colleagues who also treats lung cancer has started testing all of his oncology patients. He doesn't use it for treatment decisions but for expectations of if a patient will respond,"HN RTL states that they are testing all of their patients for PDL1, however is treating with aPD1 regardless of PDL1 status (mainly pembro since it is approved, however has used nivo off-label on occasion).  He states he is using this information mainly to set treatment expectations.  He also stated that getting tissue/biopsy is easy in HN (as opposed to other tumor types), so ""why wouldn't I test and get all the information that I could?""  Site is currently testing with same 22C3 antibody/test they are using for lung, so believe that is is measuring Tumor Cell PDL1 only."
settings,auto_found,Month,1.6965588428274523,0.13052660128131421,['settings'],14,"Via pathway AI stated the following during a 1:1 interaction at a small GPO conference.
?	When asked what he thinks the future of Oncology looks like from a payment modeling, he stated that the value based payments and pathways will be the trend to reduce drug spend. We then discussed the big pix (5% of HC costs are oncology, 1% is drug). We, together, recognized trends?.340 b models of ways to increased revenue, hospitals merging, increased oncology tx in the hospital setting and postulated why these trends were occurring. We discussed the ?true cost? of drugs from various angles including AWP/supply chain economies/institution rebates (GPOs)/340b etc. We agreed that no one knows the true costs of the drugs and it was inappropriate to take the cost of a drug at one institution (CMA) and apply this to all settings. We discussed the strength of the data should be the most important. He stated there needs to be more education provided on this topic.","While reactively discussing the results of Checkmate 012, a regional access influencer, radiation oncologist, and new NCCN panelist for NSCLC at a large academic institution in the HSL South territory indicated that new therapeutic options are added to the NCCN guidelines very easily in the 2L+ settings when the SOC is BSC or an obsolete therapy; then a simple conference abstract and the enthusiasm of one of the panel leaders can be all that is needed. Things are very different in the 1L setting ? results from a phase III RCT are typically required to displace or compete with a SOC that has been validated in phase III RCTs. The NCCN panel for lung received some flack in the past for having prematurely given a broad recommendation for Tarceva in the 1L, and then having to back track. Now everybody is more cautious.",Several TLs have mentioned they have used BMS Access Support or Compassionate use program to request Nivo for off-label use for their pts and they have received approval and used it in those settings.  TLs have been extremely please and applauded the Access Support Program and they are very thankful BMS could help their pts.
CT,auto_found,Month,2.80925534123215,0.12976109794315285,"['CT', 'high expressors', 'combination therapy']",57,"During a proactive meeting to discuss CM-026 data, a member of the NCCN Board of Directors and Executive Director of a large regional cancer center made the following comments:
+++CM-024+++
?	Knew only what had been published in the press release and the ESMO abstract. Was shocked to see that CM-024 had missed all of its endpoints.
?	 Suggested that the following factors probably contributed to the negative results: inclusion of very low PDL1 expressors and low power resulting in major imbalances between groups. 
?	Commented that the PFS KM curves were baffling. Asked if pseudoprogressions in the nivo arm might have played a role (noted that pseudoprogressions seem to be rarer with NSCLC than melanoma, but first follow-up assessment in CM-026 took place early at 6 wks).
?	Suggested that nivo had shown no clinical activity in CM-026. After being reminded that PFS, OS, and ORR were similar in both study arms, agreed that it was more appropriate to conclude that nivo had an efficacy similar to that of CT in PDL1 ?5% NSCLC, with a better safety profile.","In the context of an online lecture about IO role in NSCLC (NCCN 2016 Webex Congress Series), a NSCLC NCCN panelist made the following comment from the podium::
In response to a question about how to monitor NSCLC patients on IO therapy for pneumonitis, indicated that short-term risk of pneumonitis seems to be low in patients with normal walking O2 blood saturation level. If O2 is normal there is no need for a CT scan.","In a meeting with a RAI/NSCLC NCCN panelist to proactively discuss the results of CheckMate 026.
? The AI concluded by indicating that nivo is likely to remain the preferred agent in 2L NSCLC at his institution, and that he would recommend the following to his team: 1L setting ? pembro in PDL1 ? 50% patients, and CT in PDL1<50% patients and those with no biopsy specimen. 2L setting: nivo to all patients who did not receive pembro in 1L, regardless of PD_L1 expression."
surprised,auto_found,Month,1.790643318843566,0.12596663221036422,"['expects', 'surprised', 'shocked', 'intrigued', 'KEYNOTE-024', 'Lung RTL', 'disappointed', 'impression', 'commented', 'results', 'Regional TL', 'similar', 'KN024']",1120,"Pathologist TL that is a medical director for IHC at a large reference lab. Noticed a 4x increase in the number of requests over the last few months, stating approval in 1L lung as a factor. Stated he was surprised at how many people still request E1L3N. Is leading a survey of pathologists for CAP PD-L1 practices. When discussing concordance data and 1L data, he stated that both concordance and CM-026 were in a few small percentage of all patients, and this may be why CM-026 did not meet its endpoint.","RTL at university center in midwest noted that like most others results of 026/024 were surprise without clear explanation

Noted atezo would have strong potential at his institution mostly due to q 3 dosing

Noted little usage of pembro in first line so far

Felt chemo/IO had strong potential","The following insights were gained from a pathologist and medical director of a large reference laboratory in NW territory: i) Since pembrolizumab 1L approval, PD-L1 testing has sky-rocketed in this reference lab. The lab tests about 20 tissues per day yielding 75-100 cases per week. 80-90% of tests are 22C3 and 10-20% are 28-8; ii) TL stated that several medical oncologists order both 22C3 and 28-8 staining for individual patients. Reference lab is not made aware of what specific therapy is being considered by medical oncologists who order tests; iii. For PD-L1 tests, this reference lab reports scores as the specific percentage of positive tumor cells and positive/negative status based on the appropriate cut-off for the individual test; iv. TL is not a fan of SP142 assay due to complexity of scoring paradigms as well as challenges posed to pathologists in differentiating immune cells from tumor cells; v. Checkmate-026 data was presented to TL. TL was surprised at imbalances (% women in chemo v. nivo arm; % high PD-L1 expressers in chemo v. nivo arm). TL stated that one of the ways to explain the study was that PD-L1 testing may have been suboptimal in Checkmate-026."
HCP,auto_found,Month,1.90068254263821,0.12023041605818421,"['off-label', 'using nivolumab', 'HCP', 'LTL', 'KEYNOTE-024', 'RTL from a major academic institution', 'adopted', 'Regional TL']",434,HCP from a community institution does not test for PD-L1 expression routinely.  HCP mentioned that he does not see the value of testing because he'll still use Opdivo for patients who come back PD-L1 negative.  HCP was very keen on NCCN guidelines' explanation of PD-L1 testing for nivolumab as he stated his rationale verbatim from the guidelines.,"Per HCP, no role for PD-L1 testing at this time in H&N cancer.","HCP from a community institution was very excited to see CheckMate 012 and 032 results for first-line NSCLC and SCLC, respectively.  For 012, HCP was shocked at the ORR by PD-L1 expression level for the pooled patients for combination of nivo and ipi.  HCP is eager to see additional results from CheckMate 227."
point,auto_found,Month,3.867264058931794,0.11702112122236627,"['point', 'negative']",266,"In the context of an online lecture about IO role in NSCLC (NCCN 2016 Webex Congress Series), a NSCLC NCCN panelist made the following comment from the podium::
In response to a question about the role of nivo in 1L NSCLC, said: the scientific community is grappling to explain differences in results of KN-024 and CM-026. Both nivo and pembro are good, but there is no role for nivo in 1L NSCLC at this point.","During a lung cancer symposium in the southeast region, Joseph Ritchie and I gathered the following unsolicited opinions from a NTL/ NCCN panelist (medical oncologist) at an NCI-designated cancer center in NYC
-Believes that the term ?value? is currently more of a talking point than something actionable. However, in light of -024 and -026, he sees ?value? as defining a population and not just giving expensive drugs to every patient that walks through the door.
-Also believes ORR is crucial and may even be the most important of endpoints to any conversation around value
-PD-L1 testing is as big a change as there has been in a long time when it comes to directing decision-making in oncology. If pathologists aren?t testing regularly for PD-L1, it is the duty of the medical oncologists to speak with their pathologists to better educate them (because pathologists aren?t reading the most recent oncology literature).
-However, this panelist said that he wouldn?t necessarily send a patient back in for a biopsy if not enough tissue was available or testing was indeterminate in 1L setting.",RTL commented that he doesn't envision atezo entry into the 2L market to make much of a splash given that they're so far behind other PD1 targeted therapies at this point. He doesn't feel that they have any differentiating aspects that will create a big shift in current market share. The best bet for atezo is to win in other tumor types at this point.
agreed,auto_found,Month,2.550609973203577,0.11353453729258943,"['expects', 'agreed']",116,"During a proactive meeting to discuss CM-026 data, a member of the NCCN Board of Directors and Executive Director of a large regional cancer center made the following comments:
+++CM-024+++
?	Knew only what had been published in the press release and the ESMO abstract. Was shocked to see that CM-024 had missed all of its endpoints.
?	 Suggested that the following factors probably contributed to the negative results: inclusion of very low PDL1 expressors and low power resulting in major imbalances between groups. 
?	Commented that the PFS KM curves were baffling. Asked if pseudoprogressions in the nivo arm might have played a role (noted that pseudoprogressions seem to be rarer with NSCLC than melanoma, but first follow-up assessment in CM-026 took place early at 6 wks).
?	Suggested that nivo had shown no clinical activity in CM-026. After being reminded that PFS, OS, and ORR were similar in both study arms, agreed that it was more appropriate to conclude that nivo had an efficacy similar to that of CT in PDL1 ?5% NSCLC, with a better safety profile.","[026 - NOT Top 300; ""opted in""] NTL from a major academic institution expressed disappointment in 026 results from ESMO, as she was hoping for better efficacy.  NTL shared that female patients at her institution fare better than male patients, so she does agree this partly explaining higher OS with chemotherapy arm for 026.

NTL understands that it's impossible to cross-compare 026 with KEYNOTE-024.  NTL expressed little enthusiasm for pembro as not a lot of patients are at or above PD-L1 50%.  NTL is highly eager for CheckMate 227.","During a meeting to proactively discuss the results of CM-026, a NAI, chair of a pathway committee for lung cancer shared the following insight:
?	When probed about PD-L1 testing in 1L, mentioned that Roche has the best test, because it assesses PD-L1 expression on both the tumor and the immune cells. During a brief discussion about concordance of PD-L1 expression levels across tests, initially stated that evidence thus far indicates that all tests are equivalent; then agreed that SP142 is fundamentally different from the other tests. Eventually mentioned that his main concern is with PDL1 testing in general clinical setting: hospitals proposing the test are generally equipped with only one platform; commercial test results reported as + or ? without further comment."
comfort,auto_found,Month,2.1920709563189846,0.10835327044043001,"['comfort', 'comfortable']",56,"Regional lung TL stated that while he would be likely to use pembro 1L for high expressors, he would still prefer nivo in 2L because of the lack of testing requirement and his comfort with the drug. He did comment that atezo could make things interesting given that they have activity in all-comers and have us beat on dosing with the q3w convenience stating that ""q3 will always win over q2"". He views all 3 agents as having basically the same activity and same toxicity.","Community HCP commented that for their practice, the impact of 026 will be minimal if not invisible. They now have so much experience and comfort with nivo from the broad indications as well as off-label use that they'd still opt to use it whenever possible over pembro. Much of this has to do with trial opportunities they've had from BMS, gaining experience with managing nivo pts well before it was approved.","A regional lung TL shared with me that the Merck reps are encouraging her to treat her NSCLC patients with Keytruda ""because they only need to be at least 1% PDL1 positive"".  She replied that that was not what their label said and that she has much more comfort working with BMS and our products.  She also said that there was a 7 month difference in median OS between Opdivo and Keytruda when you look at the 1% PDL1 cutoff, so there may be a real difference between the two PD1 inhibitors."
2L setting,auto_found,Month,2.1694007436873224,0.09484210201701476,"['atezo', 'RTL said', 'testing for PD-L1', 'pembro', 'use pembro', '1L', 'preferred', '1L NSCLC', '2L setting', 'high expressors', '2L NSCLC', 'trumps', 'PDL1 status', '2L', 'not test', 'second line', 'q3 week', 'become SOC', 'convenience', 'q3wk', 'p16', 'q3w']",1810,"?	They are a Ventana facility, so they have SP142 standardized for Atezo. But there is no request for PD-L1 data using SP142
?	PD-L1 test requests have increased in number since 1L approval of Pembro. 
?	MedOncs are requesting both 22C3 and 28-8 IHCs but are not communicating whether it is from a 1L or 2L setting
?	Now because of the increase in volume, TL is going to use SP263 to read PD-L1 test requests for NSCLC (indicated that this would be in lieu of 22C3 for Pembro) and report % tumor cells stained. Report is going to carry a disclaimer that the test is an LDT and will also list the Blueprint, Dr. Rimm?s data as well as the AZ concordance study. TL is aware that this cannot replace the IVD but they are not going to bring in Dako machines. TL communicates to MedOncs about the Complementary status of 28-8.","In a meeting with a RAI/NSCLC NCCN panelist to proactively discuss the results of CheckMate 026.
? The AI concluded by indicating that nivo is likely to remain the preferred agent in 2L NSCLC at his institution, and that he would recommend the following to his team: 1L setting ? pembro in PDL1 ? 50% patients, and CT in PDL1<50% patients and those with no biopsy specimen. 2L setting: nivo to all patients who did not receive pembro in 1L, regardless of PD_L1 expression.","A regional AI for lung at an academic institution in the HSL South territory shared the following unsolicited insight about PD-L1 testing for NSCLC 1L/2L:
? In 2L setting, likes to test every patient for PD-L1 expression. Uses nivo in all patients with PD-L1 < 50%; a majority of patients with PD-L1 ? 50% prefer the convenience of pembro q3w over nivoq2w. Think that patients might even prefer nivo q4w as currently investigated.
?	Think that numerical levels of PD-L1 expression should be incorporated in NCCN guidelines."
perception,auto_found,Month,1.5083713638702974,0.07948854938060441,['perception'],28,"Recent discussion with TL around PD-L1 testing, it was mentioned that if the test comes back > 50% he's using Pembro, if less than 50 he's using Nivo.  His perception is that Pembro only works > 50%, shared some data around Nivo and he commented that he felt like I was backing him into a corner.","[026 - NOT Top 300; ""opted in""]  RTL from a major academic institution mentioned that 026 was a ""dirtier"" trial than 017, 057, and KEYNOTE-024, given high crossover between each arm bleeding into the other (60% chemo-->nivo and 44% nivo-->chemo).

Due to high crossover, RTL wasn't surprised by the criss-crossing of the PFS curves...RTL believes that the majority (60%) of patients on chemo was essentially receiving nivo as 2nd line.  This is like a repeat of 057 (criss-crossing of the PFS curves) as the majority of 026 was non-squamous.

026 has NOT changed RTL's perceptions and he is still going to use nivo in the first line.  For healthy, younger patients, RTL is more inclined to use pemetrexed/carboplatin x4 cycles, then go to nivo immediately based on 026 data.  KEYNOTE-024 is not compelling enough for him as RTL does not test for PD-L1 routinely...RTL is eagerly anticipating CheckMate 227.",Complete change in perception regarding PDL1 testing in NSCLC over last year - went from believing needed to test patients based on MOA and cost rationale to using clinical experience determine that PDL1 status is unnecessary for treatment decisions (had patients respond who were PDL1 non expressors). Now only tests when planning on using Opdivo in a non-indicated disease states.
months,auto_found,Month,1.3449990939521297,0.07824695244673968,"['months', 'week', 'estimate']",246,"NTL from NCCN institution remarked that in his opinion, within appox 4-12 months the front line setting would look like PDL-1 over 50% will be pembro OR nivo.  Under 50% will still be doublet, but that could/would change with more time","Pathologist TL that is a medical director for IHC at a large reference lab. Noticed a 4x increase in the number of requests over the last few months, stating approval in 1L lung as a factor. Stated he was surprised at how many people still request E1L3N. Is leading a survey of pathologists for CAP PD-L1 practices. When discussing concordance data and 1L data, he stated that both concordance and CM-026 were in a few small percentage of all patients, and this may be why CM-026 did not meet its endpoint.",Insight from TL from private pathology practice in NW territory: 10 NSCLC cases have been sent out for 22C3 PD-L1 testing to Neogenomics in the month of November.
added,auto_found,Month,1.141777953757732,0.07364496337311807,['added'],148,"RTL from a major academic institution mentioned that currently there is no in-house PD-L1 test.  However, due to the results from KEYNOTE-024, the institution will be adding the 22C3 PD-L1 test to be done in-house by Q1 2017.  This is to expedite the eligibility criteria of pembrolizumab for the PD-L1 test to be 50% or higher.","During a proactive meeting to discuss CM-026 data, a member of the NCCN Board of Directors and Executive Director of a large regional cancer center made the following comments:
+++CM-227+++
?	Indicated that CM-227 might be BMS last chance in lung.
*       Since enrollment is nearly complete would not change anything (e.g., adding a new cohort would not be scientifically sound). 
*       Concerned about cohorts with PDL1 <1% (concerns only partially alleviated by review of CM-012 latest results).","A RTL from a Major Hospital in Boston shared at grand rounds that they do not perform PD-L1 testing for their NSCLC pts (beside if required by clinical trials).  He added that now that Keynote-024 is positive, they will have to test PD-L1 in all their 1st line NSCLC pts.  He did not specific which PD-L1 test his institution will be using."
standard,auto_found,Month,1.2406568451440265,0.07363181761455828,"['1L', 'preferred', 'not do PDL1 testing', '2L NSCLC', 'standard', '2L', 'second line']",834,"During a lung cancer symposium in the southeast region, Joseph Ritchie and I gathered the following unsolicited opinions from a NTL/ NCCN adviser (medical oncologist) who recently gave the position to a junior RadOnc faculty member/ Thoracic Oncology chair at an NCI-designated cancer center in the southeast region
-CM-026: results were unfortunate
-Pembro will be used at his institution for PD-L1 expressors >50%; however, only relevant for ~ 1 year until CM-227 reads out, and believes that if CM-227 approaches the results of CM-012, then Nivo+Ipi will be Standard of Care (SoC) in 1L
-Nivo will likely remain SoC for PD-L1 negative in 2L, (although believes that Nivo will lose some share of 2L PD-L1 positives, especially with introduction of Atezo because of more convenient dosing schedule with (perceived) comparable efficacy).","An HCP shared that MSI testing for all CRC specimens is routinely done in Puerto Rico, part of a standard panel.",TL has maintained Nivo as standard of care in 2L lung. No mention of Atezo and feels no need to change practice based on recent data except doing more up front PDL1 testing in lung.
treated,auto_found,Month,0.7206029739675615,0.0727865993189281,"['off-label', 'using nivolumab', 'RCC patients', 'treated', 'sarcoma', 'ipilimumab', 'disease']",710,"A Lung NTL told me that his site, which had not previously been requesting PD-L1 testing will be putting their own testing system in place soon and that they will soon be making decisions based on test results.  They intend to only use Pembro at the >50% PD-L1 expression but sicne the test results will be available for the patients treated with a platinum doublet, he expect Pembro will begin to gain a larger share of the business next year.  The tL also added that based on his site's experience with the Nivo+Ipi combo, they expect that single drug PD-1 therapy in the first line will ""Cease to exist in about a year""","Community oncologist shared that they have difficulties enrolling onto first line lung trials because it takes too long to wait for the results of the biopsy. Most of the medical oncologists will start treating a patient before the results of the biopsy have returned. Additionally, if a patient has had surgery, the hospital is responsible for ordering and charging for all testing on the biopsy sample for 30 days post surgery. They often either do not know to order tests or do not want to pay which introduces even further delays.","NP at academic institution says that they have started doing PDL1 testing and using pembro for interest sake. so few patients are ever PDL1>50% therefore they treat those patients with pembro to gather experience with the drug. Although their institution has pathologist, they are not doing the test in house and are sending it out. It comes back with a % but not sure how the test matches with pembro's companion diagnostic and nivo's companion diagnostic"
referral,auto_found,Month,1.506716694750976,0.07126193476862293,['referral'],11,Insights from TL from large healthcare network NW territory: i) molecular pathologists in the group have carefully assessed available testing methodologies and have as a result established their referral testing practices; ii) 3-5 cases per week are sent out for PD-L1 testing; iii) all PD-L1 tests are sent out to PhenoPath; iv) pembro is not considered for all NSCLC patients and as a result reflex testing for PD-L1 is not performed.,"At an international GI conference, a NTL in pancreatic cancer was asked by the audience if she performs genetic testing for germline mutations routinely.  She said for a non-trial pt, she does mutational analysis by the ?conventional route? - referral to clinical genomics facility on site.  This has the potential difficulty of pushback from insurance companies. Alternatively, she tries to get them onto an open trial that has genomic testing included in their entry requirements.  Example:  Olaparib trial allows expedited testing for BRCA testing if they are enrolled.  She also has funding to sample at recurrence to obtain a second profile as long as consent is granted.","Myself and Francis Lobo, HEOR met  with Michael Lessard, Pharmacy Director at Dartmouth Hitchcock and we had a  discussion around our Oncology portfolio and no real concerns regarding NSCLC and Opdivo.  Customer continues to cover Opdivo to label and have no plans on changing that. We reinforced our strong clinical profile in our approved indications and they believe in our data. Although they did request that we give discount for orphan drug for all classes of 340 b accounts. Currently we give discount for DSH account but not Rural Referral Center which they are."
hospice,auto_found,Month,1.2482026395932155,0.0691516804909655,"['hospice', 'surgery']",29,"The following unsolicited insights were provided by speakers from the podium at a recent oncology conference attended by national AI?s/TL?s in various tumor types and hematological malignancies.  

Breast 
?	While there is limited data, panel believed for metastatic triple negative breast immunotherapy is a high viable option
?	Sited studies currently ongoing with Merck and Roche in the neoadjuvant setting using IO with taxane.

Developmental Therapeutics
?	One panelist made a comment to the audience about VALUE of care; the importance of consideration of value in oncology care.  
o	For example, the importance of consideration of the idea of limiting lines of therapy before patient goes to hospice.  Also, he mentioned some pathways are thinking of limiting to 2 lines before hospice.

Hematological malignancies Board
?	Panelist said RVD is strong 1st line therapy, based upon the SWOG trial presented at ASH 2015, because of OS with RVD.  He says he believes KRD may be treatment of future, even though KRD not indicated for 1L currently.
?	Panelist says there is trial of RD v. KRD which may show whether it is a good 1st line treatment.

Lung 
Testing
?	Consensus with the lung panel that ordering broad molecular testing should always be an option and should be standard of care however the known issue is limitation of tissue
?	Concerns around timing of results from NGS may delay treatment for patients, ~3 weeks is too long especially when 15% of these patients waiting never receive treatment
?	Consensus that liquid biopsy is an exploratory option now as concerns around false negative rates but should be explored in the setting of a clinical trial and in cases where tissue is not available
?	Huge focus on targeted therapy during the meeting given that the chair is a huge believer of testing in all lines.  
?	A case was presented focusing on the following scenario:  For second line treatment of a patient with NSCLC?squamous histology, Zubrod PS 1:
o	70% of the audience selected, Nivolumab without sending for PD?L1 testing.
o	10% of the audience selected, Nivolumab only if PD?L1 testing is positive (>1%)
o	18% of the audience selected, Pembrolizumab if PD?L1 positive (>1%)
?	TL chairing the meeting stated that PD1 data in a ?chaotic state?
?	Panel members expressed that PD-L1 may not be the best marker in dealing with tumor heterogeneity in lung
?	One panel member said If he happens to have PDL1 info already and if it?s positive and more than 1%, then he might use pembro, given more patient friendly Q3w schedule.  If PDL1 info is not available, then he goes straight to Nivo without PDL1 testing and would argue that Q2w dosing is not that bad.  
?	A few RTLs mentioned that in the setting of >1% PD-L1 expression they would give pembrolizumab for patients needing the Q3W dosing schedule and would do the same in adeno histology in the 2L setting.
?	Panel discussed managing immune-mediated AEs from PD1 agents are often responsive to immunosuppression.  
?	One panelist said data for SQ and NSQ very different.  The case being discussed was a SQ patient.  He mentioned that IASCLC is doing studies around PDL1 testing.  He says he would change treatment approach of going straight to nivo if this was a NSQ patient (didn?t elaborate more).
?	Lung panelist mentioned to the audience about the availability of the ASCO/MSKCC DrugAbacus tool (assesses the value of drugs compared to pricing given consideration of factors such as cost, toxicity, and efficacy). He mentioned the idea that If you can?t show that a drug is better, it supports considering restrictions.


Melanoma
Adjuvant
?	Panel presented a case where patient was given adjuvant ipilimumab as part of the EORTC trial and after 2 cycles of 10 mg/kg dose patient developed severe GI perforations.  Issues raised were 1) why the 10 mg/kg dose was even chosen 2) significant cost but was later amended to the dose being supported through BMS APP 3) significant toxicities leading to discontinuation
?	Panel discussed while the incidence low, case of myocarditis and it is a significant concern to monitor for 
?	One RTL said the toxicities of ipilimumab at 10 mg/kg are quite sobering comparing it to IL2

Testing	
?	One RTL mentioned he is not testing outside of clinical trials, and is not done routinely as data is still revolving
?	Discussion on which types of patients would tolerate regimen best and consensus on those who are healthy and with good performance status
?	Some community oncologist are using PD-1 inhibitors off label for cutaneous SCC as they?ve seen positive responses to PD1-inhibitors and have not been turned down by insurance companies, often challenging for some patients to participate in a clinical trial program because of location
?	RTL mentioned that we are in a unique space where knowledge of drug is going to move faster than a FDA approval 
?	TL panel member mentioned his experience has been that grade of immune-mediated AE likely correlated to depth of response
?	Consensus that the direction moving forward would be combination checkpoint inhibitor with targeted strategy.  Interesting how ?one major company going for targeted approach and another company doing immune checkpoint combination.?",NTL in Boston mentioned that he has a meningioma patient who progressed after SOC treatment. At that time the patient was started on Nivo and was given 2 dose. The patient was progressing while on Nivo so it was decided to stop Nivo treatment. Two weeks after the 2nd dose the patient's neurosurgeon agreed to one more surgery as a last resort before hospice. The NTL mentioned that the surgeon removed necrotic tissue during surgery and the tumor is much improved. The patient remains with some cognitive deficit but doing better and not on hospice.,"Largest Community Practice in state: Regional TL Opdivo H&N and Elo Speaker: 
Pt w HCC on off label bms provided Opdivo and pt is 1yr out in response. He was about to go to hospice. Stated he was excited for pt as he just bought a car. No tox issues. He was previously on sorafinib and adria w tox issues."
push,auto_found,Month,1.657896957835638,0.06800279268954358,['push'],26,"NTL in midwest stated at her institution they generally push trials, especially after first line.  That said she stated in second line they almost always use Nivo over pembro.  She felt even though Roche had some ""iffy"" data in PDL-1 neg she felt it was minor and still thought her institution would use Nivo second line.  They have just started using pembro in first line in greater than 50% stainers.  They send out tissue (turnaround 10-14 days) but are working on getting test in house","When discussing -026 many TLs understand the reasoning behind including a broad patient population. However, there is push back regarding the imbalances in the trial regarding PDL1 status, with many not understanding how PDL1 status at various levels was so imbalanced and not taken into account during the planning of the trial. These TLs are not surprised by the result and simply state ""you need to redo the trial and design it right.""","Pan Tumor community research TL:

Surprised at and impressed by how big the magnitude of benefit was in KN024.  Acknowledges that it is going to fit for a very small portion of patients (he estimated 20% for his practice based on his own synthesis of PDL1 prevalence reported and PS/brain mets/etc in his own patients), however think that it is worth testing everyone at diagnosis and would try to treat anyone with >50% PDL1 with pembro 1L.  He is completely perplexed by the CM026 >50% negative data.  Thinks that this is likely ?a fluke?, but given the magnitude of benefit in 024 doesn?t think that small difference in patient populations could make data from ?super positive? to ?solidly negative? between trials so ?could be a real difference?. 

Note that prior to ESMO data, TL had low expectations overall for KN024 data, thinking magnitude would likely be reasonably small and that he would not likely make a huge push to PDL1 test everyone at 1L, so this is a marked shift in his attitude after seeing data.  He was, and remains, strongly pro-nivo regardless of PDL1 expression, for 2L - views haven?t changed."
frustration,auto_found,Month,1.9076202373690836,0.06450075650696635,['frustration'],12,"Community TL expressed frustration that insurance companies that he works with (private practice) don't use standardized  guidelines for making payment decisions. He cited how they switch between NCCN, Medicare, etc. to choose whatever is ""to their advantage"" as far as avoiding payment liability. He said this is particularly a problem in patients requiring genetic testing.","Very little pembro and PDL1 testing uptake in NSCLC across both community and academic TLs, leading to frustration and not wanting to test in furture. Few that have tried to test had long turn-around and almost no patients coming back positive leading to . Physicians in general state do not know which specific IHC test they are getting or the differences in cutoffs, etc.","Met with a national/regional lung AI, who provided the following unsolicited insights:
?	AI reactively mentioned that his institution is currently sending to 3rd party labs to conduct both the BMS and Merck PDL1 assays, due to inability of their in-house lab/pathology to support this testing in-house.  
?	AI expressed frustration that the one test they can perform in-house is the Ventana (Atezo) assay, for which they recently bought a machine.  We reviewed the FDA blueprint analysis that showed the Ventana assay as highly discordant with BMS/Merck assays and how this could lead to misclassification of some PDL1 expressers as non-expressers due to lack of sensitivity, which he admitted to understanding."
setting,auto_found,Month,1.0034574377525465,0.06391503320631162,"['preferred', 'second line', 'setting']",455,"NTL from NCCN institution remarked that in his opinion, within appox 4-12 months the front line setting would look like PDL-1 over 50% will be pembro OR nivo.  Under 50% will still be doublet, but that could/would change with more time","During a lung cancer symposium in the southeast region, Joseph Ritchie and I gathered the following unsolicited opinions from a NTL/ NCCN panelist (medical oncologist) at an NCI-designated cancer center in NYC
-Believes that the term ?value? is currently more of a talking point than something actionable. However, in light of -024 and -026, he sees ?value? as defining a population and not just giving expensive drugs to every patient that walks through the door.
-Also believes ORR is crucial and may even be the most important of endpoints to any conversation around value
-PD-L1 testing is as big a change as there has been in a long time when it comes to directing decision-making in oncology. If pathologists aren?t testing regularly for PD-L1, it is the duty of the medical oncologists to speak with their pathologists to better educate them (because pathologists aren?t reading the most recent oncology literature).
-However, this panelist said that he wouldn?t necessarily send a patient back in for a biopsy if not enough tissue was available or testing was indeterminate in 1L setting.","[026 Top 300]  HCP from a community institution was somewhat disappointed that the 026 trial was negative, but also disappointed in how many patients will realistically qualify for pembrolizumab.

HCP mentioned that the positive data from KEYNOTE-024 at the 50% PD-L1 expression level will impact his use of pembrolizumab in first-line patients.  However, HCP emphasized that way less than 25% of his patients are 50% or higher (actually more like 10-15% at his practice).

As a result, HCP mentioned that chemo still has its place in the front-line setting.  HCP is eager to see results from 227.  In second-line NSCLC, HCP is still going to use nivo as he and his staff are extremely comfortable with nivo."
