doc_id,doc_text,doc_date,Subset 0,Subset 0_centrality,Theme 0,Theme 1,Theme 2,Theme 3,Theme 4,Theme 5,Theme 6
uuid-936352cb6d20434dafb25b5d1843a397,"In response to -026 data:  Regional thought leader stated that he did not think that BMS failing would be that big of a problem for patients, as they still have multiple options.  He went on to say that he thinks it might actually help with 3L opdivo prescriptions.  

When asked to clarify he stated:  For example, patient shows 55% PDL1, they will go on Pembro.  If they do well for a while then progress, they will go to chemo.  If they progress after that, with very few options left on the table I would be inclined to try Opdivo.

When I asked if using another PD1i after one failed in 1L he state, well if you saw a response at first and then progression some time later, I could see a situation where using chemo could ""reset"" the system and another IO therapy might be effective.",0, 9,0.20494,0,0,0,0,0,0,0
uuid-22fc3b247b7e4dcc99b4f77f76b9e242,A local TL expressed concerns on the approval of Nivolumab flat dose based solely on PK data.,0, 9,0.125423,0,0,0,0,0,0,0
uuid-dfab04a776334ecf86a26d3a99731d99,In reference to the -012 NSCLC trial design:  It appears that the Q6 and Q12 data are equivalent and I don't think the enrollment differences make that big of a difference.,0, 9,0.0606532,0,0,0,0,0,0,0
uuid-b6b84272f55343eb8399c85bdc11ca73,"In reference to the -026 data:  I wouldn't be too worried.  We already use it for everything, and my guess is that the other things will be positive (ORR, OS).  BMS probably just bit off more than it could chew with a 5% cut off.",0, 9,0.0774991,0,0,0,0,0,0,0
uuid-9434c444762b452b9bfdd58b8ccb768d,"The only time I use Combination is young, healthy patients.  I use monotherapy for older patients.  When I questioned if this was based upon AEs he had seen in practice, he stated that it was not, it was based upon published data.",0, 9,0.203745,0,0,0,0,0,0,0
uuid-d78958ecad9b4d88b702b0cf15f7e004,"Bladder RTL mentioned BMS should design trials in Cisplatin-ineligible pts, pts with poor kidney function, or pts ineligible/intolerant for adjuvant/neoadjuvant chemo.  He said there are a lot of these pts out there and -032 and -275 excluded these patients.",0, 6,0.161573,0,0,0,0,0,0,0
uuid-23a73457eaa74cc68e09a9ed3e8100bf,RTL stated they are working on a bladder cancer spore grant that will combine Nivo + rAd-IFN/Syn3 oncolytic virus prior to cystectomy in superficial bladder cancer.  rAd-IFN/Syn3 is administered intravesically and expresses interferon and the molecule is designed to occupy the bladder for longer periods of time allowing deeper penetration into bladder cancer cells.  He stated the clinical data for rAd-IFN/Syn3 looks promising.  He also discussed the potential of investigating this combo in BCG-refractory pts.,0, 6,0.0100919,0,0,0,0,0,0,0
uuid-91f2073864e246ae8f980cd3afe9f18c,RTL stated BMS should investigate Nivo as a bladder-sparing approach prior to cystectomy in the following pt populations:  1) superficial bladder cancer 2) muscle invasive stage 4 lymph node involvement chemo+Nivo (stated there?s more risk with this approach).  Neoadjuvant treatment prior to cystectomy may eliminate/reduce comorbidities associated with cystectomy and could be part of the clinical endpoint.,0, 6,0.0187806,0,0,0,0,0,0,0
uuid-104c63c59168456d9d5dfdb54ceda8a6,RTL in Ohio says that bleomycin shortage is affecting the community clinics the most and they are sending hodgkin lymphoma patients that they would normally treat in the front line to her academic center in order to get bleo.  She has been turning them back and telling them to just omit bleo if they are unable to get it.,0, 6,0.107403,0,0,0,0,0,0,0
uuid-76ca48f3ca98443996baca4109b45cc9,RTL in OH says bleomycin shortage is not affecting his practice much but expects it might affect others.  He is following the RATHL study in his own practice and this limits bleo usage to patients that are PET2+.,0, 6,0.147632,0,0,0,0,0,0,0
uuid-7900df4489fa404fb03e04985d56078e,"RTL and cHL NCCN panelist says that the recommendation level for OPDIVO will likely not change without a larger confirmatory trial.  Further, she mentioned that the panel sees KEYTRUDA as equivalent to OPDIVO, which works in the favor of both.  For example, if there is data for the use of KEYTRUDA in transplant ineligible cHL pts, that OPDIVO will likely receive the same recommendation.",0, 6,0.134803,0,0,0,0,0,0,0
uuid-6d677c79545b4d989758f21db968821b,RTL does not believe that post-auto stem cell transplant maintenance is a good strategy for brentuximab in cHL.  These patients are young and don't want to be on therapy if they are experiencing a good relapse.  She says that patients commonly either refuse therapy or stop showing up to her clinic to avoid getting drug.  She says that this may be important for deciding the way to use PD1 inhibitors in cHL because a fixed duration dose is much more attractive.,0, 6,0.176331,0,0,0,0,0,0,0
uuid-637bd36a12a5498d8d25a2d46aab281a,RTL says access to OPDIVO will only be better now that it is approved in cHL.  He says that usage will be much broader than the label indicates and that it should not be difficult to get drug to pts that are transplant ineligible.,0, 6,0.115529,0,0,0,0,0,0,0
uuid-17c8d1192b474fe198345d09a28e24e1,"RTL says that in her experience, neuropathies caused by brentuximab are a big issue and a barrier to efficacy in maintenance after auto stem cell transplant.",0, 6,0.0694938,0,0,0,0,0,0,0
uuid-e03ad94a64c14113b1846f2bb0022909,Regional academic TL who specializes in pediatrics offered information that she has utilized Nivolumab in 5 adolescent pediatric patients who had R/R cHL who had failed auto transplant.  She said that they have seen good results in all patients.  They have had no issues with getting insurance to cover it for any of them by using the NEJM article.,0, 12,0.10755,0,0,0,0,0,0,0
uuid-079fef61d4a8440781f1c226c129c1c6,RTL says bleomycin shortage is affecting her own practice at a large academic institution in OH.  She believes in RATHL data and says that her strategy is to conserve bleo by using ABVD for two cycles up front and then continuing/discontinuing bleo in ABVD based upon PET2 status.  She says that she has no desires to move brentuximab into this space because data is lacking and AVD is both cheap and effective.,0, 6,0.0838155,0,0,0,0,0,0,0
uuid-27cb93814794421ba441630ed619ab63,"Very vocal about DTC advertising, stating patients are given false hopes with respect to cancer especially in rural areas where they don't quite understand clinical medicine.  The see the Opdivo TV commercial as a ""cure-all"" and that's not fair to them.  Should reserve DTC advertising for primary care products!",0, 8,0.0331848,0,0,0,0,0,0,0
uuid-394e97565e2744a3b097c632eb0f337e,"TL stated that last in-person meeting was 1-2 months ago.  Stated there is a call coming up in 1-2 weeks.  On the topic of PDL-1 cutoffs in first line, he stated that pembro would definitely not get a rating until the data was published.  On the possibility this would happen in the near future, he stated that he was somewhat new to panel, but his impression was that the NSCLC panel tried to be more ?inclusive? than ?exclusive?.   On the 50% cut-off issue he stated there could be different possibilities.  He mention there could be a certain recommendation but also some sort of footnote or comment.  It was difficult to tell if this was a general PDL-1 positive listing for pembro with a footnote stating the trial was 50% or greater, or if there could be a listing using a 50% cut-off with a footnote stating a wider range of patients may be appropriate.
 
In other notes he agreed with many that a cut-off is good but we don?t know what it is yet.  Someplace between 5 and 50.  Stated he was heavily involved in adjuvant trials but not metastatic disease.  Inquired as to whether 026 would include results at varying degrees of expression (answered affirmatively).",0, 8,0.15891,0,0,0,0,0,0,0
uuid-33ab6446d3c34d75baa2dff71775ef21,"AI/RTL offered these insights on melanoma

Stated though various local and national carriers he deals with have differing medical policies re: melanoma treatment...Specifically if failure of one immuno agent and subsequent use of another, he has had no push back on any case when he has tried a  different IO agent 

Feels the use of 10 mg yervoy for adjuvant is supported by data and uses it, but mentioned other docs will use 3mg dosing, bypassing free drug program",0, 8,0.0705824,0,0,0,0,0,0,0
uuid-ae840f440bef440b846b1e69705ce72e,RTL mentioned a concept using Jak2 inhibitor with Nivo in RRHL. His thought is to possibly re-sensitize with Jak2 then adding Nivo for augmented response. His concept is based on the data generated out of DFCI using Jak2 which increased PDL1 expression.,0, 8,0.128655,0,0,0,0,0,0,0
uuid-d92620289b54462c8e777caa9869c6cf,"RTL at a large academic center mentioned that national bleo shortage has not affected them until now. With that said, as a group they will discuss plan of action. He mentioned possibly dropping to 2 cycles of bleo or eliminating it all together and adding BV. He mentioned that he would like to eliminate bleo due to toxicities.",0, 8,0.0227565,0,0,0,0,0,0,0
uuid-0038696efd584595a31c6c459c5919f3,RTL at a teaching hospital mentioned that some patients are asking if they can stop Opdivo after a certain period of time. Some are asking to stop at the one year mark and others are saying they will stay on as long as the drug is working and keeping disease under control.,0, 8,0.148987,0,0,0,0,0,0,0
uuid-6e626be6d1a0434cbf3de7fd47ce2ab1,TL from large community/research practice noted that data on 1st line Pembro was only applicable to a small percentage of patients (he predicts <20%) and noted that this may prompt more PDL-1 testing of his patients.  He believes the combo data for IPI/NIVO in first line will make the Pembro data much less relevant as he is anticipating positive data.,0, 10,0.244844,0,0,0,0,0,0,0
uuid-05e6865cd21b476f8f7550e9fbf28169,"Based on the early read of e-mails sent related to ESMO (Template letter), customers are willing to meet and have this conversation early. I have had an unusually high response rate saying the would like to have this conversation with us. 

Thanks for allowing us to have this proactive approach to share the data with our HSL/HEOR team.",0, 10,-0.0176455,0,0,0,0,0,0,0
uuid-d375aa6f60054dc8a0078e68c319da9b,Local lung TL commented that he doesnt see any difference between nivo and pembro either in efficacy or toxicity in his NSCLC patients. He was aware that one of the drugs reported a negative trial recently but said he doesn't really think they are that different and wasnt even sure if it was nivo or pembro.,0, 10,0.149776,0,0,0,0,0,0,0
uuid-e40cd86319fe4e03ba7f88a66c73eeac,"Local lung TL commented that he follows his institutions pathway (VIA pathway) for all lung patients. He said that they have a molecular panel that is done on all newly diagnosed NSCLC (non-squamous only) that includes EGFR, ALK, ROS1 and now PDL1. He said that the report gives back whether the patient is positive or negative for PDL1 expression and also includes a specific % positive. He said they have historically used 80% nivo vs 20% pembro in 2nd line NSCLC because it ""is easier to just not test"" and the pathway allows nivo to be used instead of pembro if the PDL1 test is negative or is not done.",0, 10,0.0816456,0,0.270899929267,0,0,0,0,0
uuid-ea3da1fe85e7473ebd52927fcf6f5e51,"Local lung TL commented that he is very excited to see if the phase I ipi plus nivo combination will ""play out"" in the Phase III setting in NSCLC and was impressed with the design of CA209-227. He said that this study will answer all of our questions.",0, 10,0.165025,0,0,0,0,0,0,0
uuid-9e9ed9dff4364b948a082f251066c47c,Lung RTL shared that BMS better hope FDA doesn't add the KN-010 data to Pembro's data using the 1% cut-off.  He thinks that if that happens it will be simply a two way race between Merck and Roche because both agents are Q3W.,0, 10,0.164192,0,0,0,0,0,0,0
uuid-b7137cbf1a544fee925085b80f6c5707,"pan-tumor TL reports that he is not performing PDL1 testing in RCC patients.  He states that, of all his tumor types, he actually does the least amount of any genomic analysis (ie Foundation One, etc) in RCC patients as there aren't those 'characteristic and target-able' mutations like in other tumor types.",0, 10,0.0471491,0,0,0,0,0,0,0
uuid-2881e7920d9f4902a72218a3820f850b,Questions around PDL-1 testing.  Currently not testing in 2nd line.  Considering testing all patients since negative trial of CM 026.  Discussed questions around appropriate assay not yet determined.  Discussed data from trials CM 057 and 017.  Patients respond regardless of testing and Duration of response achieved in negative expressors versus chemotherapy.,0, 10,0.18882,0,0,0,0,0,0,0
uuid-80d1c664df3c4167b6008208df197ccc,"NTL said if not for the Blueprint Project, he would have attributed the differences in CM-026 and KN-024 to differences in the biomarkers and, as a result, different patient populations being included in each study. Blueprint would suggest that wasn?t true. He does feel that the overwhelming history of the clinical trial history suggests the agents are interchangeable. As a result, he?s unsure of how to explain the differences.
He didn?t think the imbalance in -026 in which more patients with 50+% PD-L1 expression were in the chemo arm was a sufficient explanation for the differences in PFS/OS. He mentioned that high PD-L1 expression is otherwise thought to be a negative prognostic factor in chemo-treated patients, and would thus negatively affect the survival metrics in those patients",0, 10,0.158957,0,0,0,0,0,0.603252203063,0
uuid-6ef9112312c742e988a6291d1e951de9,"Questions around competitor data in First-line Pembro KN 024, why such a positive trial versus CM 026.  Discussed trial design of 026 was not stratified according to PDL-1 testing.  Referred to trial CM 0227 with 3 arm study.  Concerns around testing.",0, 10,0.154056,0,0,0,0,0,0,0
uuid-83e2993b9d6541e19a8cdd6c836e26ad,"At a national conference, panelists seemed in agreement that differences in CM-026 and KN-024 could be explained by differences in patient populations. They also mentioned differences in PD-L1 assays and differences in drug efficacy as other possibilities. 
An audience commenter (NTL) said the studies ?shake the previous belief? that Pembro and Nivo are interchangeable, but didn?t definitively say Pembro was better. He also cited possibility of different tests and patient populations. ?We at least need to be less dismissive about potential differences between drugs.? Panelists agreed.",0, 10,0.106675,0,0,0,0,0,0,0
uuid-6e46acdb041d426f9c77de34d1da88eb,"A RTL from New England shared with Anti PD-1s and Anti-PD-L1, both, the response rates are consistently in the 15-20% range, with PD-L1 remains a challenging biomarker.  Adding that PD-L1 neg tumors may still benefits from drug.",0, 9,0.0286447,0,0,0,0,0,0,0
uuid-feaf785483294586b2413685ee9cb085,"A RTL from Boston shared that IO therapy have improved survival in 2nd line NSCLC, ~2-6 months (and may be true in the 1st line, too).",0, 9,0.0694948,0,0,0,0,0,0,0
uuid-5ca92d44513c4b87a48e8117cd9f854c,A RTL from New England shared that Combo IO therapy is being evaluated and may more benefits then mono IO therapy.  She refer to this as the next wave of improvement with IO therapy.,0, 9,0.117501,0,0,0,0,0,0,0
uuid-44d1d1c63d734fba99e682a519faecf1,"A NTL stated that ""I tell my pts that for every day you don't call in (or wait to call in) your AE with IO therapy, that going to result in 1 additional week of hospitalization.""  He added that this statement during his initial consult with pt has dramatically increase their willingness to call in immune mediated AEs early.",0, 9,0.0294448,0,0,0,0,0,0,0
uuid-3cf58561248a4cd589cddbc87a5b324a,RTL at large community practice stated that the bleomycin shortage has not affected his practice at this point.,0, 9,0.0728198,0,0,0,0,0,0,0
uuid-727af8ed6d6a4867a08c899542438df3,"During an iPlan, office manager (non-clinician) stated that ""it was fabulous that BMS access support was so great at facilitating foundation free drug for off-label use, however we are losing about $400 on each infusion as we haven't been able to bill for infusion time/equipment""  Stated that the differences in how companies administer their access programs (third party vs internal etc) dictates how they can bill for related costs due to free drug.   

Note this was the first time I had heard this, so may be an office-specific issue.  Passed onto ARM.",0, 5,0.0324537,0,0,0,0,0,0,0
uuid-e88e159297c848e8b8513a1866727327,"GU RTL stated that he has a CRPC patient on nivolumab approximately cycle 10 who has had a ""profound response even in bone mets"".  Is dissapointed that BMS and other IO companies have largely ""written off"" prostate.",0, 5,0.203677,0,0,0,0,0,0,0
uuid-4978008b13ce4fa797142c19c116b7ad,"Regional lung TL told me about a recent op-edd piece that he saw in either The New York Times or Wall Street Journal where someone (he suspects this person was from merck) wrote in and criticized oncologists about not using pembro in pdl1-. He said the piece basically called out the oncologists as being very dumb people. He said that it ""is typical Merck tactics"".",0, 9,0.0154812,0,0,0,0,0,0,0
uuid-10bdd920e3b24689b9f65993902deed4,"Regional lung TL told me that he isn?t convinced that the Keynote 024 data is that great, he said ?lets wait to see the data before we get too excited?.",0, 9,0.0965252,0,0,0,0,0,0,0
uuid-8cee68d936094388af4fd6bbc2d67bec,"GHNW Onc Pharmacy lead informed that mixed dosing approach -wt. based up to 80Kg; 240mg beyond -(background- Insight entered 11/9/2016) will result in significant net savings to health plan.  
Result: OPDIVO preferred PD agent for 2L lung cancer at GHNW.

Also informed that Kaiser will be performing similar analysis.",0, 12,0.0566306,0,0,0,0,0,0,0
uuid-2ec59a34369f48e8b12b9aa8bc330b68,"During a joint meeting with Ken Hyland, TL shared that he had a lung patient with a CR to nivolumab. The CR was maintained for 1 year so TL together with the patient agreed to stop treatment. This patient continues to do well with no evidence of disease.",0, 9,0.0868053,0,0,0,0,0,0,0
uuid-557baa1ab3a34e1e81b4e4769aee2fd4,"During a 374 SIV with Ken Hyland, TL commented that he has seen responses with nivolumab when treating beyond progression. TL stated that most don't believe pseudoprogression is real; however, he has seen benefit in TBP in multiple patients.",0, 9,0.123011,0,0,0,0,0,0,0
uuid-1d3c0a181eaa4765bf689084e93f2819,Community Onc from a large practice stated that he has never ordered a PDL1 test and has no interest in doing so.,0, 5,0.0391327,0,0,0,0,0,0,0
uuid-f9cd1672c7e540bb808a03e59602d629,"Regional lung TL told me the data from 026 will probably actually help Merck because they will look at our more robust data set and interpolate that the same will happen with pembro. Example is if patient tests 30% PDL1+ first line, they wouldn't get P because they don't have data there but instead the doc can look at the 30% cut in 026 and say it looks like nivo will work so I assume pembro will work too.",0, 9,0.136739,0,0,0,0,0,0,0
uuid-2bd7f6b928ad44c4ace976507aeb5939,"Regional H&N TL volunteered his opinion regarding the differences in data between pembro and nivo in H&N: he said that it is interesting that the ORR reported with pembro in H&N has steadily dropped each time the data is presented. He said it started around 27% and then dropped to 20-ish percent and now their label has it at 16%. He also commented that you cant really compare the 13% ORR seen in checkmate 141 with the 16% in keynote 012 given the different percentage of HPV+ and PDL1+ patients enrolled between the two studies. He stated that clearly Merck enrolled more patients that are PDL1+ and if the 141 study had as many PDL1+ patients, the ORR there would be higher than 012's data.",0, 9,0.154329,0,0,0,0,0,0,0
uuid-60dcb3729d5f46c1a51e80cbafd619dc,"RTL commented on the R/R cHL data, very excited about the first heme Opdivo indication.  He does have a sizable R/R cHL population (has around 5 pts).  He keeps the elderly that would not qualify for an allo.  and does not look to an academic doc for any decision making if they are not transplant eligible.  TL did specifically note the exact number of deaths from allo  6 out of 17 and when you do the math that is 35%-was perplexed about the allo data and did raise questions in his mind.",0, 5,0.077168,0,0,0,0,0,0,0
uuid-3bb734d85e9940e0970d6a333d498ee3,"During a brief conversation at a CME event, a national/regional AI and advisor to NCCN panelist for NSCLC at an academic center from the South HSL territory provided the following unsolicited insights:
?	PD-1/PD-L1 inhibitors should not be used as single agents in NSCLC patients with zero PD-L1 expression, including in the adjuvant setting. Ongoing studies are likely to show that patients with zero PD-L1 expression should be treated with PD-1/PD-L1 inhibitor + chemo (or ipi) combination therapies.
?	In the 1L setting, platinum-based chemotherapy will remain the SOC for now.
?	Does not support the idea of going beyond PD-L1 +/- in NCCN guidelines at this point.",0, 9,-0.0108743,0,0,0,0,0,0,0
uuid-d86f1422c0c941d4903919b71788766f,Academic TL shared that he does typically used EXTREME in the 1L r/m setting unless patient had significant co-morbidities that make toleratbility a concern. Estimates that EXTREME used in about 60%+ of his patients,0, 5,0.187213,0,0,0,0,0,0,0
uuid-91db31fb377c4645b4cc3ef5c2215b50,"During a brief conversation at a CME event, a national/regional RCC AI and NCCN panelist (bladder, prostate, and penile cancer) from the South HSL territory provided the following unsolicited insight: 
Has used nivo in 3 patients with non-clear cell RCC; 1 did extremely well. Some payers are reluctant to pay for such off-guideline treatments; other do not cause any problem. Would support the extension of nivo recommendation to non-clear cell RCC in NCCN guidelines and compendium.",0, 9,-0.00206806,0,0,0,0,0,0,0
uuid-7ae45357b8b14de693346b7a4bacf109,"Academic med onc shared at their institution they have a very robust H&N tumor board and that the rad onc and surg oncs contribute ""almost equally"" to the systemic treatment plans.  Stressed that it will be important to educate/engage these physicians in addition to med oncs.",0, 5,0.0665532,0,0,0,0,0,0,0
uuid-712d80fe2eba4e298d58e3b686c19c1f,"Regional lung TL told me the following information regarding his institutions biomarker testing in lung:He said they are sending the samples out to Clariet for PDL1 testing. He said they do get an actual percentage PDL1 positive back and it is based on the 22c3 antibody. He also said that foundation medicine is doing PDL1 testing. He said that overall, IHC is terrible for identifying which patients should get treated as it is entirely too subjective in nature and that management of tissue is becoming a complete nightmare as IHC requires sections and all the other tests being done also requires tissue.",0, 9,-0.0294715,0,0,0,0,0,0,0
uuid-303452d1a509451bb9dab35eb4236608,"Multiple TLs (academic and community) shared that they have had patients who only site of progression to IO (either mono or combo) was in brain, while non-CNS lesions responded.  Anxious to see data looking at the direct combination of SBRT and nivo to see if responses can be improved in blood-brain barrier can be 'broken down'.",0, 5,0.180129,0,0,0,0,0,0,0
uuid-c2cf4a37969a4973bd88390c3c03f2e0,"A regional AI for lung at an academic institution in the HSL South territory shared the following unsolicited insight about nivo vs. pembro in the light of press releases for KN024 and CM026:
?	Still think that nivo and pembro are essentially equivalent. KN024 meeting its primary endpoints and CM026 not meeting its endpoint did not change anything. Believes that CM026 negative results are the consequence of risky study design choices rather than anything wrong with nivo. Reserves his final judgment until the results of KN024/CM026 are made public.",0, 9,0.0359699,0,0,0,0,0,0,0
uuid-7cb7fd9b6da640a592d61f548b12e473,"Regional lung TL told me that he has seen the KN024 data and said it is currently embargoed until ESMO, but he can say that the data is very very good.",0, 9,0.0964621,0,0,0,0,0,0,0
uuid-aa61b31f45da4abc901036708f1061b7,"A regional AI for lung at an academic institution in the HSL South territory shared the following unsolicited insight about Nivo+ipi combination therapy for NSCLC:
?	Think that platinum-based CT will remain SOC in 1L for foreseeable future. Nivo1+ipi3 regimen is too toxic for patients with NSCLC. Found safety results of nivo + ipi q6w/q12w in CM012 encouraging, but remains worried about the residual risk of pneumonitis or other serious IMARs (because most NSCLC patients have severe COPD). Want to see results of Phase III trials before making is mind up.",0, 9,0.0841526,0,0,0,0,0,0,0
uuid-80af8e95ac2345b69bf5b510841adda8,"Regional H&N TL volunteered his opinion that the Extreme regimen is the SOC. It should be the control in first line trials. He said he understands why people use carbotaxol instead as it is much better tolerated, but the best data exists with EXTREME.",0, 9,0.108727,0,0,0,0,0,0,0
uuid-fe4af5eb76734d2fa2982906ecad4142,"Although site is participating in EA6134, TL doesn't support first line use of targeted therapies in melanoma",0, 2,0.0857942,0,0,0,0,0,0,0
uuid-f698bfcd551e4ff98aedbc2735c2c745,Regional lung TL told me that the Merck people are telling him that 70% of 2nd line patients are getting tested for pdl1. He laughed and said he doesn't believe that.,0, 9,0.154472,0,0,0,0,0,0,0
uuid-0de3dde3028949b4a60cc74a231739bc,Opinion of thought leader:  Immunotherapy will be standard of care across many tumors.   Organization utitizing products as standard of care,0, 2,-0.0380501,0,0,0,0,0,0,0
uuid-9dcc05cab8a74f9eb4e5c00d7f68acb5,Community RTL shared that his second line choice in NSCLC will be atezolizumab based solely off convenience of q3w dosing vs nivolumab. He has ample experience with all three currently approved pd1/pdl1 drugs and feels that they are all the same safety/efficacy wise and convenience wins. He made sure to point out that if -227 study is positive the q3 vs q2 issue will no longer be an issue as ipi+nivo would be new standard of care in 1L setting,0, 12,0.113415,0,0,0,0,0,0,0
uuid-448d5bc45da4422896e546cb3f31b862,"In a meeting with a RAI/NSCLC NCCN panelist to proactively discuss the results of CheckMate 026.
? The AI was generally familiar with CM-026 and KN-024 data, but much less so with the differences in design and population characteristics of each trial.
?	Upon reviewing inclusion/exclusion criteria, he commented that KN-024 included a disappointingly low percentage of the patients screened for the trial, and thus that the sample was not representative of all patients with PDL1 ? 50%. His main conclusion with regard to CM-024 was that, given its sample size, it should never have included patients with PDL1 < 5% - a ?positive trial with a failed study design?.",0, 10,0.136566,0,0,0,0,0,0,0
uuid-cd5d7d5dd09d4d93afaeadbf519d56ad,"In a meeting with a RAI/NSCLC NCCN panelist to proactively discuss the results of CheckMate 026.
? The AI enquired about CM-227, expressing the concern that similarly disappointing results might be obtained even with the regimen. Upon reviewing CM-012 safety and updated ORR, he indicated being pleased with the improved safety profile of the new nivo+ipi dosing regimen, but not entirely reassured about the likelihood that the study would meet its primary endpoints among very PDL1 expressors.",0, 10,0.0300157,0,0,0,0,0,0,0
uuid-dc8ddbd41a974513ac3a13be78ecee50,"In a meeting with a RAI/NSCLC NCCN panelist to proactively discuss the results of CheckMate 026.
? The AI remarked that, in CM-026, nivo had comparable efficacy and improved safety versus chemo in PDL1 ? 5% patients; however he also agreed that there is insufficient evidence for recommending the use of PD1 inhibitor monotherapy in patients with 5%-49% PDL1 expression (acknowledged that no data are available about the efficacy of pembro in patients with <50% PDL1 expression and that no parallel can be drawn between the results of CM-012 and CM-057).",0, 10,0.128139,0,0,0,0,0,0,0
uuid-aa2011027f3e455c82be49e437304b87,"In a meeting with a RAI/NSCLC NCCN panelist to proactively discuss the results of CheckMate 026.
? The AI concluded by indicating that nivo is likely to remain the preferred agent in 2L NSCLC at his institution, and that he would recommend the following to his team: 1L setting ? pembro in PDL1 ? 50% patients, and CT in PDL1<50% patients and those with no biopsy specimen. 2L setting: nivo to all patients who did not receive pembro in 1L, regardless of PD_L1 expression.",0, 10,0.13821,0,0,0,0,0,0,0
uuid-663e87ccb8b24e6781399ddaff3b88ea,"TL at University practice. Noted practitioners are not wanting to dose reduce to flat dosing for patients > 80 kg. 

At same practice, frustration verbalized over inability to obtain access to Pembro at 10 mg/kg for CRC patient. Practice has spoken to BMS Access support at this meeting and may attempt to obtain Nivo for this patient.",0, 9,0.120025,0,0,0,0,0,0,0
uuid-ded1c994d8f44489944ac5b2b1087378,Community practice large volume TL expressed concern regarding flat dosing for patient slightly <60 kg. Reactive materials shared with provider who was satisfied with this following discussion.,0, 9,0.048651,0,0,0,0,0,0,0
uuid-f2d5ad959b0246eaa8a4dda3e8732d56,Numerous TLs are not happy about the flat dose for NSCLC patients as they state the majority of their population is under the 80kg mean seen in the BMS clinical trials. The main concerns surround safety and the increase in cost. Most would have preferred the label to have weight based dosing remain as an option for underweight patients.,0, 9,0.138749,0,0,0,0,0,0,0
uuid-43b30b633fa444b8a6dcbf8b8db66e12,"Mixed TL opinions regarding IO+Chemo, some are excited about the potential to overcome PDL1 and the ORR, others feel the strategy is a ""shame"" as it does not seem to provide added efficacy and more toxicity. All TLs have applauded BMS forthe -227 trial design as addressing the key IO+Chemo or IO+IO question.",0, 9,0.0688709,0,0,0,0,0,0,0
uuid-928a9e5f59d945e2bd53dd48050b1770,TLs with close Roche relationships have all stated the indication for atezolizumab will be in an all comer 2L NSCLC population (not restricted by PDL1).,0, 9,0.071975,0,0,0,0,0,0,0
uuid-117152bb9400446eb4e3eee9ccdb6c96,RTL shared that the PD-L1 test that is used is going to be very important moving forward. He further shared that most labs were going to adopt the DAKO test and that insurance would not reimburse if a non-FDA approved test was used. He clarified and said that the test was going to have to be matched to the drug in order to be accepted for reimbursement.,0, 10,0.0564604,0,0,0,0,0,0,0
uuid-9d318a9f035e45ca9fc91aeb50b34f6c,Community TL questioned the 067 data and wanted to use PD-L1 testing in melanoma to determine use of monotherapy or regimen. He shared that he has decided not to do this based on attending a local conference and hearing the opinion of a NTL and that it makes sense to not test. He further shared that he does not test for PD-L1 in RCC but could not recall the data (which I was able to share and refresh his memory after he requested to see it).,0, 10,0.112802,0,0,0,0,0,0,0
uuid-03e3d08d1cc64d859245cb3cb05b3f84,"CRC RTL shared that he thought a better trial and registrational strategy would be that instead of screening for MSI-high patient populations, screen for high mutational load. He shared that he using Foundation Medicine diagnostic test for most CRC patients and that he sees MSI high patients about 5% of the time and high mutational load patients about 25% of the time. He further shared that he has been using Nivolumab and pembro off-label  in these patients and has seen some responses. He has written his results with two proof of principal cases and it will be published in Anals of Oncology.",0, 10,0.182813,0,0,0,0,0,0,0
uuid-bd625ccfb63741c4aecd34ef610ac5b8,"RTL in renal who is also on speakers bureau shared that at her programs, she has only been asked about 3 times what the data is for PD-L1 expression in the 025 trial. She shared that she has spoken to a lot of HCPs in the community and has not heard of anyone testing or wanting to test.",0, 10,0.0847473,0,0,0,0,0,0,0
uuid-b6a4f19efa3f4fe798dd848c94704e51,"CRC RTL shared that he thought a better trial and registrational strategy would be that instead of treating MSI-high patient populations, treat for high mutational load. He shared that he using Foundation Medicine diagnostic test for most CRC patients and that he sees MSI high patients about 5% of the time and high mutational load patients about 25% of the time. He further shared that he has been using Nivolumab and pembro off-label  in these patients and has seen some responses. He has written his results with two proof of principal cases and it will be published in Anals of Oncology.",0, 10,0.167963,0,0,0,0,0,0,0
uuid-fd4d501cc1e0495dae50ae62e1ecb21b,NTL in melanoma shared that the 169 study validated what he thought all along about ipi dosing. He further shared that he didn?t know how relevant the data was going to be now but that a higher dose of ipi might be considered as the dose in future combination trials with non-PD-1 compounds.,0, 10,0.121088,0,0,0,0,0,0,0
uuid-a0adee83e16846c580a086f3ef54a241,Community pharmacist was concerned about how they were going to tell their patients who were currently doing well on weight-based dosing of Nivolumab that they were going to have to change the dose. He was not comfortable leaving them at the dose that they were on because he was not certain that insurance would continue to pay for weight-based dosing if it was more than 240 mg.,0, 10,0.0524667,0,0,0,0,0,0,0
uuid-49fb6d9ff91944238104a63ff380e82f,CRC RTL shared that he thought the most exciting data  at ESMO was the FAST trial results showing that the anti-claudin 18.2 molecule had activity in GEJ probably through an ADCC mechanism. He is very interested in seeing whether this compound might work in combination with a PD-1 inhibitor but does not have the capability to write an ISR.,0, 10,0.116429,0,0,0,0,0,0,0
